strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,Word Origin,NASB
G1578,ἐκκλίνω,Verb,ekklinó,ek-klee'-no,(ek-klee'-no),"avoid, eschew, go out of the way",[from,"turn away, turned aside"
G1579,ἐκκολυμβάω,Verb,ekkolumbaó,ek-kol-oom-BAH-oh,(ek-kol-oom-bah'-o),swim out,[from,swim away
G1580,ἐκκομίζω,Verb,ekkomizó,ek-kom-ID-zo,(ek-kom-id'-zo),carry out,[from,carried
G1581,ἐκκόπτω,Verb,ekkoptó,ek-kop'-to,(ek-kop'-to),"cut down (off, out), hew down, hinder",[from,"cut down, cutoff"
G1582,ἐκκρεμάννυμι,Verb,ekkremannumi,ek-kreh-MAN-noo-mee,(ek-krem'-am-ahee),be very attentive,[middle voice from,hanging
G1583,ἐκλαλέω,Verb,eklaleó,ek-lal-eh'-o,(ek-lal-eh'-o),tell,[from,tell
G1584,ἐκλάμπω,Verb,eklampó,ek-lam'-po,(ek-lam'-po),shine forth,[from,shine forth
G1585,ἐκλανθάνομαι,Verb,eklanthanomai,ek-lan-THAN-om-ahee,(ek-lan-than'-om-ahee),forget,[middle voice from,forgotten
G1586,ἐκλέγω,Verb,eklegó,ek-leg'-o,(ek-leg'-om-ahee),"make choice, choose (out), chosen",[middle voice from,"chosen, chose, choose, made a choice, picking, select"
G1587,ἐκλείπω,Verb,ekleipó,ek-LAY-po,(ek-li'-po),fail,[from,"come to an end, fail, fails, obscured"
G1588,ἐκλεκτός,Adjective,eklektos,ek-lek-TOS,(ek-lek-tos'),"chosen, elect",[from,"chosen, elect, choice, choice man, chosen one"
G1589,ἐκλογή,"Noun, Feminine",eklogé,ek-lo-GAY,(ek-log-ay'),"chosen, election",[from,"choice, choosing, chosen, those who were chosen"
G1590,ἐκλύω,Verb,ekluó,ek-loo'-o,(ek-loo'-o),faint,[from,"faint, grow weary, lose"
G1591,ἐκμάσσω,Verb,ekmasso,ek-MAS-so,(ek-mas'-so),wipe,[from,"wiped, wipe, wiping"
G1592,ἐκμυκτηρίζω,Verb,ekmuktérizó,ek-mook-tay-REE-zo,(ek-mook-ter-id'-zo),deride,[from,"scoffing, sneering"
G1593,ἐκνεύω,Verb,ekneuó,ek-nyoo'-o,(ek-nyoo'-o),convey self away,[from,slipped away
G1594,ἐκνήφω,Verb,eknéphó,ek-nay'-fo,(ek-nay'-fo),awake,[from,become sober-minded
G1595,ἑκουσίως,Adjective,hekousios,heh-koo-see-ohs,(hek-oo'-see-on),willingly,[neuter of a derivative from,free will
G1596,ἑκουσίως,Adverb,hekousiós,heh-koo-see-OS,(hek-oo-see'-ose),"wilfully, willingly",[adverb from a derivative from,"voluntarily, willfully"
G1597,ἐκπαλαι,Adverb,ekpalai,ek-pal-ah'ee,(eh'-pal-ahee),"of a long time, of old",[from,long ago
G1598,ἐκπειράζω,Verb,ekpeirazó,ek-pi-rah'-zo,(ek-pi-rad'-zo),tempt,[from,"put, test, putto the test, try"
G1599,ἐκπέμπω,Verb,ekpempó,ek-pem'-po,(ek-pem'-po),send away (forth),[from,"sent, sent away"
G1600,ἐκπετάννυμι,Verb,ekpetannumi,ek-peh-TAN-noo-mee,(ek-pet-an'-noo-mee),stretch forth,[from,
G1601,ἐκπίπτω,Verb,ekpipto,ek-PIP-to,(ek-pip'-to),"be cast, fail, fall (away, off), take none effect",[from,
G1602,ἐκπλέω,Verb,ekpleó,ek-pleh'-o,(ek-pleh'-o),"sail (away, thence)",[from,"put out to sea, sailed, sailed away"
G1603,ἐκπληρόω,Verb,ekpléroó,ek-play-ROH-oh,(ek-play-ro'-o),fulfill,[from,fulfilled
G1604,ἐκπλήρωσις,"Noun, Feminine",ekplérósis,ek-play'-ro-sis,(ek-play'-ro-sis),accomplishment,[from,completion
G1605,ἐκπλήσσω,Verb,ekpléssó,ek-PLAYS-so,(ek-place'-so),"amaze, astonish",[from,"astonished, amazed"
G1606,ἐκπνέω,Verb,ekpneó,ek-pneh'-o,(ek-pneh'-o),give up the ghost,[from,breathed His last
G1607,ἐκπορεύομαι,Verb,ekporeuomai,ek-por-YOO-oh-my,(ek-por-yoo'-om-ahee),"come (forth, out of), depart, go (forth, out), issue, proceed (out of)",[from,"proceed, go, going, proceeds, leaving, came, come"
G1608,ἐκπορνεύω,Verb,ekporneuó,ek-por-nyoo'-o,(ek-porn-yoo'-o),give self over to fornication,[from,"gross immorality, indulged in gross immorality"
G1609,ἐκπτύω,Verb,ekptuó,ek-ptoo'-o,(ek-ptoo'-o),reject,[from,loathe
G1610,ἐκριζόω,Verb,ekrizoó,ek-rid-ZO-o,(ek-rid-zo'-o),"pluck up by the root, root up",[from,"uprooted, uproot"
G1611,ἔκστασις,"Noun, Feminine",ekstasis,ek'-sta-sis,(ek'-stas-is),"+ be amazed, amazement, astonishment, trance",[from,"trance, astonishment, amazement"
G1612,ἐκστρέφω,Verb,ekstrephó,ek-stref'-o,(ek-stref'-o),subvert,[from,perverted
G1613,ἐκταράσσω,Verb,ektarassó,ek-tar-AS-so,(ek-tar-as'-so),exceedingly trouble,[from,throwing into confusion
G1614,ἐκτείνω,Verb,ekteinó,ek-TAY-no,(ek-ti'-no),"cast, put forth, stretch forth (out)",[from,"stretched, stretch, lay, extend, reached, stretching"
G1615,ἐκτελέω,Verb,ekteleó,ek-tel-eh'-o,(ek-tel-eh'-o),finish,[from,finish
G1616,ἐκτενεία,"Noun, Feminine",ekteneia,ek-teh-NAY-ah,(ek-ten'-i-ah),X instantly,[from,
G1617,ἐκτενέστερον,Adverb,ektenesteron,ek-te-NEH-ste-ron,(ek-ten-es'-ter-on),more earnestly,[neuter of the comparative of,very
G1618,ἐκτενής,Adjective,ektenés,ek-teh-NAYS,(ek-ten-ace'),"without ceasing, fervent",[from,fervent
G1619,ἐκτενῶς,Adverb,ektenós,ek-teh-NOCE,(ek-ten-oce'),fervently,[adverb from,fervently
G1620,ἐκτίθημι,Verb,ektithémi,ek-TITH-ay-mee,(ek-tith'-ay-mee),"cast out, expound",[from,"explain, explained, explaining, set outside"
G1621,ἐκτινάσσω,Verb,ektinassó,ek-tee-NAS-so,(ek-tin-as'-so),shake (off),[from,"shake off, shook, shook off"
G1622,ἐκτός,Adverb,ektos,ek-tos',(ek-tos'),"but, except(-ed), other than, out of, outside, unless, without",[from,"outside, excepted"
G1623,ἕκτος,Adjective,hektos,hek-tos',(hek'-tos),sixth,[ordinal from,sixth
G1624,ἐκτρέπω,Verb,ektrepó,ek-trep'-o,(ek-trep'-o),"avoid, turn (aside, out of the way)",[from,"turned aside, avoiding, put out of joint, turn aside"
G1625,ἐκτρέφω,Verb,ektrephó,ek-TREF-oh,(ek-tref'-o),"bring up, nourish",[from,"bring, nourishes"
G1626,ἔκτρωμα,"Noun, Neuter",ektróma,ek-TRO-mah,(ek'-tro-mah),born out of due time,[from a comparative of,one untimely born
G1627,ἐκφέρω,Verb,ekpheró,ek-feh'-ro,(ek-fer'-o),"bear, bring forth, carry forth (out)",[from,"carried, bring, brought, carry, carrying, take, yields"
G1628,ἐκφεύγω,Verb,ekpheugó,ek-fyoo'-go,(ek-fyoo'-go),"escape, flee",[from,"escape, escaped, fled"
G1629,ἐκφοβέω,Verb,ekphobeó,ek-fo-beh'-o,(ek-fob-eh'-o),terrify,[from,terrify
G1630,ἔκφοβος,Adjective,ekphobos,ek'-fo-bos,(ek'-fob-os),"sore afraid, exceedingly fear",[from,"full of fear, terrified"
G1631,ἐκφύω,Verb,ekphuó,ek-foo'-o,(ek-foo'-o),put forth,[from,puts forth
G1632,ἐκχέω,Verb,ekcheo,ek-KHEH-o,"( ek-kheh'-o,)","gush (pour) out, run greedily (out), shed (abroad, forth), spill",[from,
G1633,ἐκχωρέω,Verb,ekchóreó,ek-kho-reh'-o,(ek-kho-reh'-o),depart out,[from,leave
G1634,ἐκψυχώ,Verb,ekpsuchó,ek-psoo-kho',(ek-psoo'-kho),give (yield) up the ghost,[from,"breathed her last, breathed his last, died"
G1635,ἑκών,Adjective,hekón,heh-KON,(hek-own'),willingly,[of uncertain affinity],"voluntarily, willingly"
G1636,ἐλαία,"Noun, Feminine",elaia,eh-lah-ee'-ah,(el-ah'-yah),"olive (berry, tree)",[feminine of a presumed derivative from an obsolete primary],"olives, olive tree, olive trees"
G1637,ἔλαιον,"Noun, Neuter",elaion,eh'-lah-yon,(el'-ah-yon),oil,[neuter of the same as,"oil, olive oil"
G1638,ἔλαιον,"Noun, Masculine",elaión,eh-LAH-yon,(el-ah-yone'),Olivet,[from,Olivet
G1639,Ἐλαμίται,"Noun, Masculine",Elamités,eh-lah-MEE-tays,(el-am-ee'-tace),Elamite,[of Hebrew origin (,Elamites
G1640,ἐλάσσων or ἐλάττων,Adjective,elassón or elattón,eh-LAS-sone or eh-LAT-tone,(el-as'-sone),"less, under, worse, younger",[comparative of the same as,"less, lesser, poorer, younger"
G1641,ἐλαττονέω,Verb,elattoneó,eh-lat-ton-eh'-o,(el-at-ton-eh-o),have lack,[from,had lack
G1642,ἐλαττόω,Verb,elattoó,eh-lat-TO-o,(el-at-to'-o),"decrease, make lower",[from,"lower, made, decrease"
G1643,ἐλαύνω,Verb,elaunó,eh-lou'-no,(el-ow'-no),"carry, drive, row",[a prolonged form of a primary verb (obsolete except in certain tenses as an alternative of this) of uncertain affinity],"driven, oars, rowed"
G1644,ἐλαφρία,"Noun, Feminine",elaphria,eh-laf-REE-ah,(el-af-ree'-ah),lightness,[from,
G1645,ἐλαφρός,Adjective,elaphros,eh-LAH-fros,(el-af-ros'),light,[probably akin to,light
G1646,ἐλάχιστος,Adjective,elachistos,eh-LAH-khee-stos,(el-akh'-is-tos),"least, very little (small), smallest","[superlative of elachus (short), used as equivalent to","least, very little thing, smallest, very least, very small, very small thing"
G1647,ἐλαχιστότερος,Adjective,elachistoteros,eh-lah-khis-TO-te-ros,(el-akh-is-tot'-er-os),less than the least,[comparative of,
G1648,Ἐλεάζαρ,"Proper Noun, Indeclinable",Eleazar,el-eh-AH-zar,(el-eh-ad'-zar),Eleazar,[of Hebrew origin (,
G1649,ἔλεγχις,"Noun, Feminine",elegxis,eh'-leng-khees,(el'-eng-xis),rebuke,[from,
G1650,ἔλεγχος,"Noun, Masculine",elegchos,eh'-len-khos,(el'-eng-khos),"evidence, reproof",[from,conviction
G1651,ἐλέγχω,Verb,elegchó,eh-LENG-kho,(el-eng'-kho),"convict, convince, tell a fault, rebuke, reprove",[of uncertain affinity],"reprove, convict, convicted, exposed, convicts, expose, rebuke"
G1652,ἐλεεινός,Adjective,eleeinos,el-eh-i-nos',(el-eh-i-nos'),miserable,[from,"miserable, most to be pitied"
G1653,ἐλεέω,Verb,eleeó,el-eh-eh'-o,(el-eh-eh'-o),"have compassion (pity on), have (obtain, receive, shew) mercy (on)",[from,"have mercy, had mercy, received mercy, shown mercy, has mercy, found mercy, mercy"
G1654,ἐλεημοσύνη,"Noun, Feminine",eleémosuné,el-eh-ay-mos-oo'-nay,(el-eh-ay-mos-oo'-nay),alms(-deeds),[from,"alms, charity, giving"
G1655,ἐλεήμων,Adjective,eleémón,el-eh-ay'-mone,(el-eh-ay'-mone),merciful,[from,merciful
G1656,ἔλεος,"Noun, Masculine; Noun, Neuter",eleos,EL-eh-os,(el'-eh-os),(+ tender) mercy,[of uncertain affinity],"mercy, compassion"
G1657,ἐλευθερία,"Noun, Feminine",eleutheria,eh-loo-ther-EE-ah,(el-yoo-ther-ee'-ah),liberty,[from,"freedom, liberty"
G1658,ἐλεύθερος,Adjective,eleutheros,eh-loo'-the-ros,(el-yoo'-ther-os),"free (man, woman), at liberty",[probably from the alternate of,"free, free woman, free men, free man, exempt, freeman"
G1659,ἐλευθερόω,Verb,eleutheroó,el-yoo-ther-OH-o,(el-yoo-ther-o'-o),"deliver, make free",[from,"freed, set free, make free, makes free, set free"
G1660,ἔλευσις,"Noun, Feminine",eleusis,eh'-lyoo-sis,(el'-yoo-sis),coming,[from the alternate of,coming
G1661,ἐλεφάντινος,Adjective,elephantinos,el-ef-an'-tee-nos,(el-ef-an'-tee-nos),of ivory,"[from elephas (an ""elephant"")]",ivory
G1662,Ἐλιακείμ,"Proper Noun, Indeclinable",Eliakim,eh-lee-ah-KEEM,(el-ee-ak-ime'),Eliakim,[of Hebrew origin (,Eliakim
G1663,Ἐλιέζερ,"Proper Noun, Indeclinable",Eliezer,el-ee-eh'-zer,(el-ee-ed'-zer),Eliezer,[of Hebrew origin (,Eliezer
G1664,Ἐλιούδ,"Proper Noun, Indeclinable",Elioud,eh-lee-OOD,(el-ee-ood'),Eliud,[of Hebrew origin (,Eliud
G1665,Ἐλισάβετ,"Proper Noun, Indeclinable",Elisabet,eh-lee-SAH-bet,(el-ee-sab'-et),Elisabeth,[of Hebrew origin (,Elizabeth
G1666,Ἐλισαῖος,"Noun, Masculine",Elisaios,eh-lee-SAH-yos,(el-is-sah'-yos),Elissaeus,[of Hebrew origin (,Elisha
G1667,ἑλίσσω,Verb,helissó,heh-LIS-so,(hel-is'-so),fold up,[a form of,"roll, rolled"
G1668,ἕλκος,"Noun, Neuter",helkos,HEL-kos,(hel'-kos),sore,[probably from,"sores, sore"
G1669,ἑλκόω,Verb,helkoó,hel-KO-o,(hel-ko'-o),full of sores,[from,covered with sores
G1670,ἕλκω,Verb,helkó,HEL-ko,(hel-koo'-o),draw,[probably akin to,"dragged, drew, drag, draw, draws, haul"
G1671,Ἑλλάς,"Noun, Feminine",Hellas,hel-LAS,(hel-las'),Greece,[of uncertain affinity],Greece
G1672,Ἕλλην,"Noun, Masculine",Hellén,hel'-lane,(hel'-lane),"Gentile, Greek",[from,"Greeks, Greek"
G1673,Ἑλληνικός,Adjective,Hellénikos,hel-lay-nee-KOS,(hel-lay-nee-kos'),Greek,[from,Greek
G1674,Ἑλληνίς,"Noun, Feminine",Hellénis,hel-lay-NEES,(hel-lay-nis'),Greek,[feminine of,"Gentile, Greek"
G1675,Ἑλληνιστής,"Noun, Masculine",Hellénistés,hel-lay-nis-TACE,(hel-lay-nis-tace'),Grecian,[from a derivative of,Hellenistic
G1676,Ἑλληνιστής,Adverb,Hellénisti,hel-lay-nis-TEES,(hel-lay-nis-tee'),Greek,[adverb from a derivative of,Greek
G1677,ἐλλογέω,Verb,ellogeó,el-log-eh'-o,(el-log-eh'-o),"impute, put on account",[from,"Charge to account, imputed"
G1678,Ἐλμαδάμ,"Proper Noun, Indeclinable",Elmadam,el-mah-DAM,(el-mo-dam'),Elmodam,[of Hebrew origin (perhaps for,Elmadam
G1679,ἐλπίζω,Verb,elpizó,el-PID-zo,(el-pid'-zo),"(have, thing) hope(-d) (for), trust",[from,"hope, hoping, hoped, fixed hope, fix hope, set hope, expect"
G1680,ἐλπίς,"Noun, Feminine",elpis,el-pece',(el-pece'),"faith, hope","[from a primary elpo ""to anticipate, usually with pleasure""]","hope, hopes"
G1681,Ἐλύμας,"Noun, Masculine",Elumas,eh-LOO-mas,(el-oo'-mas),Elymas,[of foreign origin],Elymas
G1682,ἐλωΐ,Aramaic Transliterated Word (Indeclinable),elói,eh-lo-EE,(el-o-ee'),Eloi,[of Chaldean origin (,Eloi
G1683,ἐμαυτοῦ,Reflexive Pronoun,emautou,eh-mow-TOO,(em-ow-too'),"me, mine own (self), myself",[genitive case compound of,"myself, own initiative, own, own sake"
G1684,ἐμβαίνω,Verb,embainó,em-bah'-ee-no,(em-ba'-hee-no),"come (get) into, enter (into), go (up) into, step in, take ship",[from,"got, getting, get, embarked, entered, stepped, went on board"
G1685,ἐμβάλλω,Verb,emballó,em-bal'-lo,(em-bal'-lo),cast into,[from,cast
G1686,ἐμβαπτό,Verb,embaptó,em-bap-TO,(em-bap'-to),dip,[from,"dipped, dips"
G1687,ἐμβατεύω,Verb,embateuó,em-bat-yoo'-o,(em-bat-yoo'-o),intrude into,[from,taking stand
G1688,ἐμβιβάζω,Verb,embibazó,em-bee-BAH-zo,(em-bib-ad'-zo),put in,[from,put aboard
G1689,ἐμβλέπω,Verb,emblepó,em-blep'-o,(em-blep'-o),"behold, gaze up, look upon, (could) see",[from,"looked, looking, look, see"
G1690,ἐμβριμάομαι,Verb,embrimaomai,em-bree-MAH-oh-my,(em-brim-ah'-om-ahee),"straitly charge, groan, murmur against",[from,"deeply moved, sternly warned, scolding"
G1691,ἐμέ,Pronoun,eme,eh-MEH,(em-eh'),"I, me, my(-self)",[a prolonged form of,
G1692,ἐμέω,Verb,emeó,eh-MEH-oh,(em-eh'-o),(will) spue,[of uncertain affinity],spit
G1693,ἐμμαίνομαι,Verb,emmainomai,em-MY-no-my,(em-mah'-ee-nom-ahee),be mad against,[from,enraged
G1694,Ἐμμανουήλ,"Proper Noun, Indeclinable",Emmanouél,em-man-oo-ale',(em-man-oo-ale'),Emmanuel,[of Hebrew origin (,Immanuel
G1695,Ἐμμαοῦς,"Proper Noun, Indeclinable",Emmaous,em-mah-OOS,(em-mah-ooce'),Emmaus,[probably of Hebrew origin],Emmaus
G1696,ἐμμένω,Verb,emmenó,em-MEN-oh,(em-men'-o),continue,[from,"continue, abide, stayed"
G1697,Ἑμμώρ,"Proper Noun, Indeclinable",Hemmór,hem-MOR,(em-mor'),Emmor,[of Hebrew origin (,Hamor
G1698,ἐμοί,Pronoun,emoi,eh-MOY,(em-oy'),"I, me, mine, my",[a prolonged form of,
G1699,ἐμός,Possessive Pronoun,emos,eh-MOS,(em-os'),"of me, mine (own), my",[from the oblique cases of,"mine, own"
G1700,ἐμοῦ,Pronoun,emou,eh-MOO,(em-oo'),"me, mine, my",[a prolonged form of,mine
G1701,ἐμπαιγμός,"Noun, Masculine",empaigmos,em-pah-eeg-MOS,(emp-aheeg-mos'),mocking,[from,
G1702,ἐμπαίζω,Verb,empaizó,em-pah'-id-zo,(emp-aheed'-zo),mock,[from,"mocked, mocking, mock, ridicule, tricked"
G1703,ἐμπαίκτης,"Noun, Masculine",empaiktés,em-pah-eek-tace',(emp-aheek-tace'),"mocker, scoffer",[from,mockers
G1704,ἐμπεριπατέω,Verb,emperipateó,em-per-ee-pat-eh'-o,(em-per-ee-pat-eh'-o),walk in,[from,walk among
G1705,ἐμπίπλημι,Verb,empiplemi,em-PEE-play-mee,(em-pip'-lay-mee),fill,[from,
G1706,ἐμπίπτω,Verb,empiptó,em-pip'-to,(em-pip'-to),fall among (into),[from,"fall, falls, fell"
G1707,ἐμπλέκω,Verb,emplekó,em-plek'-o,(em-plek'-o),"entangle (in, self with)",[from,"entangled, entangles"
G1708,ἐμπλοκή,"Noun, Feminine",emploké,em-plo-KAY,(em-plok-ay'),plaiting,[from,braiding
G1709,ἐμπνέω,Verb,empneó,em-pneh'-o,(emp-neh'-o),breathe,[from,breathing
G1710,ἐμπορεύομαι,Verb,emporeuomai,em-por-YOO-om-ahee,(em-por-yoo'-om-ahee),"buy and sell, make merchandise",[from,"engage in business, exploit"
G1711,ἐμπορία,"Noun, Feminine",emporia,em-por-ee'-ah,(em-por-ee'-ah),merchandise,[feminine from,
G1712,ἐμπόριον,"Noun, Neuter",emporion,em-PO-ree-on,(em-por'-ee-on),merchandise,[neuter from,business
G1713,ἔμπορος,"Noun, Masculine",emporos,EM-por-os,(em'-por-os),merchant,[from,"merchants, merchant"
G1714,ἐμπρήθω,Verb,empréthó,em-pray'-tho,(em-pray'-tho),burn up,[from,
G1715,ἔμπροσθεν,Adverb; Preposition,emprosthen,em'-pros-then,(em'-pros-then),"against, at, before, (in presence, sight) of",[from,"before, ahead, front, presence, sight, higher rank"
G1716,ἐμπτύω,Verb,emptuó,emp-too'-o,(emp-too'-o),spit (upon),[from,"spit, spat, spitting"
G1717,ἐμφανής,Adjective,emphanés,em-fan-ACE,(em-fan-ace'),"manifest, openly",[from a compound of,"manifest, visible"
G1718,ἐμφανίζω,Verb,emphanizó,em-fan-id'-zo,(em-fan-id'-zo),"appear, declare (plainly), inform, (will) manifest, shew, signify",[from,"brought charges, disclose, appear, appeared, make clear, notified, notify"
G1719,ἔμφοβος,Adjective,emphobos,em'-fo-bos,(em'-fob-os),"affrighted, afraid, tremble",[from,"frightened, terrified, much alarmed"
G1720,ἐμφυσάω,Verb,emphusaó,em-foo-SAH-oh,(em-foo-sah'-o),breathe on,[from,breathed
G1721,ἐμφυτός,Adjective,emphutos,em-foo-tos,(em'-foo-tos),engrafted,[from,implanted
G1722,ἐν,Preposition,en,en,(en),"about, after, against, + almost, X altogether, among, X as, at, before, between, (here-)by (+ all means), for ( sake of), + give self wholly to, (here-)in(-to, -wardly), X mightily, (because) of, (up-)on, (open-)ly, X outwardly, one, X quickly, X shortly, (speedi-)ly, X that, X there(-in, -on), through(-out), (un-)to(-ward), under, when, where(-with), while, with(-in)","[a primary preposition denoting (fixed) position (in place, time or state), and (by implication) instrumentality (medially or constructively), i.e. a relation of rest (intermediate between","among, when, while, through, within, during, under"
G1723,ἐναγκαλίζομαι,Verb,enagkalizomai,en-ang-kal-ID-zom-ahee,(en-ang-kal-id'-zom-ahee),take up in arms,[from,"taking in his arms, took in his arms"
G1724,ἐνάλιος,Adjective,enalios,en-AL-ee-os,(en-al'-ee-os),thing in the sea,[from,creatures of the sea
G1725,ἐνάντι,Adverb,enanti,eh-NAHN-tee,(en'-an-tee),before,[from,before
G1726,ἐναντίον,Adverb,enantion,eh-NAN-tee-on,(en-an-tee'-on),"before, in the presence of",[neuter of,
G1727,ἐναντίος,Adjective,enantios,eh-NAN-tee-os,(en-an-tee'-os),"(over) against, contrary",[from,"sight, against, contrary, hostile, before, opponent, presence"
G1728,ἐνάρχομαι,Verb,enarchomai,en-AR-kho-my,(en-ar'-khom-ahee),rule (by mistake for G0757),[from,"began, begun"
G1729,ἐνδεής,Adjective,endees,en-deh-ACE,(en-deh-ace'),lacking,[from a compound of,
G1730,ἔνδειγμα,"Noun, Neuter",endeigma,en'-dāg-mah,(en'-dighe-mah),manifest token,[from,plain indication
G1731,ἐνδείκνυμι,Verb,endeiknumi,en-DAYK-noo-mee,(en-dike'-noo-mee),"do, show (forth)",[from,"demonstrate, show, showing, did, shown"
G1732,ἔνδειξις,"Noun, Feminine",endeixis,en'-dāk-sis,(en'-dike-sis),"declare, evident token, proof",[from,"demonstration, proof, sign"
G1733,ἕνδεκα,Indeclinable Numeral (Adjective),hendeka,HEN-deh-kah,(hen'-dek-ah),eleven,[from (the neuter of),eleven
G1734,ἑνδέκατος,Adjective,hendekatos,hen-deh'-ka-tos,(hen-dek'-at-os),eleventh,[ordinal from,eleventh
G1735,ἐνδέχομαι,Verb,endechomai,en-DEKH-om-ahee,(en-dekh'-et-ahee),can (+ not) be,[third person singular present of a compound of,
G1736,ἐνδημέω,Verb,endémeó,en-deh-MEH-oh,(en-day-meh'-o),be at home (present),[from a compound of,home
G1737,ἐνδιδύσκω,Verb,endiduskó,en-dee-DOO-skoh,(en-did-oos'-ko),"clothe in, wear",[a prolonged form of,dressed
G1738,ἔνδικος,Adjective,endikos,EN-dee-kos,(en'-dee-kos),just,[from,just
G1739,ἐνδόμησις,"Noun, Feminine",endomésis,en-DOH-may-sis,(en-dom'-ay-sis),building,[from a compound of,
G1740,ἐνδοξάζομαι,Verb,endoxazomai,en-dokh-AD-zo-mai,(en-dox-ad'-zo),glorify,[from,glorified
G1741,ἔνδοξος,Adjective,endoxos,en'-dox-os,(en'-dox-os),"glorious, gorgeous(-ly), honourable",[from,"distinguished, glorious things, in all glory, splendidly"
G1742,ἔνδυμα,"Noun, Neuter",enduma,EN-doo-mah,(en'-doo-mah),"clothing, garment, raiment",[from,"clothing, clothes, garment"
G1743,ἐνδυναμόω,Verb,endunamoó,en-doo-nam-OH-o,(en-doo-nam-o'-o),"enable, (increase in) strength(-en), be (make) strong",[from,"strengthened, strong, grew strong, increasing in strength, strengthens"
G1744,ἐνδυνόω,Verb,endunó,en-doo-NO-o,(en-doo'-no),creep,[from,
G1745,ἔνδυσις,"Noun, Feminine",endusis,EN-doo-sis,(en'-doo-sis),putting on,[from,putting
G1746,ἐνδύω,Verb,enduo,en-doo'-o,(en-doo'-o),"array, clothe (with), endue, have (put) on",[from,
G1747,ἐνέδρα,"Noun, Feminine",enedra,eh-NAY-drah,(en-ed'-rah),lay wait,[feminine from,ambush
G1748,ἐνεδρεύω,Verb,enedreuó,en-ed-ryoo'-o,(en-ed-ryoo'-o),lay wait for,[from,"lying in wait, plotting against"
G1749,ἐνέδρα,"Noun, Neuter",enedron,eh-NAY-dron,(en'-ed-ron),lying in wait,[neuter of the same as,
G1750,ἐνειλέω,Verb,eneileó,en-i-leh'-o,(en-i-leh'-o),wrap in,[from,wrapped
G1751,ἔνειμι,Verb,eneimi,en'-i-mee,(en'-i-mee),such things as  have,[from,within
G1752,ἕνεκα,Preposition,heneka,HEH-neh-kah,(hen'-ek-ah),"because, for (cause, sake), (where-)fore, by reason of, that",[of uncertain affinity],
G1753,ἐνέργεια,"Noun, Feminine",energeia,en-ER-gay-ah,(en-erg'-i-ah),"operation, strong, (effectual) working",[from,
G1754,ἐνεργέω,Verb,energeó,en-er-GEH-o,(en-erg-eh'-o),"do, (be) effectual (fervent), be mighty in, shew forth self, work (effectually in)",[from,"works, work, effective, effectually worked, working, accomplish, brought about"
G1755,ἐνέργημα,"Noun, Neuter",energéma,en-ER-gay-mah,(en-erg'-ay-mah),"operation, working",[from,"effecting, effects"
G1756,ἐνεργής,Adjective,energés,en-er-GACE,(en-er-gace'),"effectual, powerful",[from,"effective, active"
G1757,εὐλογέω,Verb,eneulogeó,en-yoo-log-eh'-o,(en-yoo-log-eh'-o),bless,[from,blessed
G1758,ἐνέχω,Verb,enechó,en-ekh'-o,(en-ekh'-o),"entangle with, have a quarrel against, urge",[from,"grudge against, had a grudge against, hostile, subject"
G1759,ἐνθάδε,Adverb,enthade,en-thah'-deh,(en-thad'-eh),"(t-)here, hither",[from a prolonged form of,
G1760,ἐνθυμέομαι,Verb,enthumeomai,en-thoo-meh'-om-ahee,(en-thoo-meh'-om-ahee),think,[from a compound of,"considered, thinking"
G1761,ἐνθύμησις,"Noun, Feminine",enthumésis,en-thoo'-may-sis,(en-thoo'-may-sis),"device, thought",[from,"thoughts, thought"
G1762,ἐνί,Verb,eni,eh-NEE,(en'-ee),"be, (there) is",[contraction for the third person singular present indicative of,there
G1763,ἐνιαυτός,"Noun, Masculine",eniautos,en-ee-ow-TOS,(en-ee-ow-tos'),year,[prolongation from a primary enos (a year)],"year, years"
G1764,ἐνίστημι,Verb,enistémi,en-IS-tay-mee,(en-is'-tay-mee),"come, be at hand, present",[from,"present, come, things present"
G1765,ἐνισχύω,Verb,enischuó,en-is-khoo'-o,(en-is-khoo'-o),strengthen,[from,"strengthened, strengthening"
G1766,ἔνατος,Adjective,ennatos,en'-na-tos,(en'-nat-os),ninth,[ordinal from,
G1767,ἐννέα,Indeclinable Numeral (Adjective),ennea,en-neh'-ah,(en-neh'-ah),nine,[a primary numeral],nine
G1768,ἐνενήκοντα ἐννέα,Indeclinable Numeral (Adjective),ennenékontaennea,en-ne-NAY-kon-ta en-NEH-ah,(en-nen-ay-kon-tah-en-neh'-ah),ninety and nine,[from a (tenth) multiple of,
G1769,ἐννέος,Adjective,enneos,en-neh'-os,(en-neh-os'),speechless,[from,
G1770,ἐννεύω,Verb,enneuó,en-nyoo'-o,(en-nyoo'-o),make signs,[from,made signs
G1771,ἔννοια,"Noun, Feminine",ennoia,EN-noy-ah,(en'-noy-ah),"intent, mind",[from a compound of,"intentions, purpose"
G1772,ἔννομος,Adjective,ennomos,EN-no-mos,(en'-nom-os),"lawful, under law",[from,"lawful, under the law"
G1773,ἐννύχῳ,Adverb,ennuchos,en'-noo-khos,(en'-noo-khon),before day,[neuter of a compound of,while it was dark
