bible_version,bible_book,bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id,lit_type,test_type
KJV,Genesis,42,Genesis42:19,WORD,go,H3212,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:19,WORD,"ye,",H859,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:19,WORD,carry,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:19,WORD,corn,H7668,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:19,PHRASE,for the famine,H7459,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:19,PHRASE,of your houses:,H1004,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,But,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,bring,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,your,H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,youngest,H6996,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,brother,H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,unto me;,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,so shall,H539,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,your words,H1697,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,"be verified,",H539,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,and,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,ye shall,H4191,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,die.,H4191,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,PHRASE,And they did,H6213,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:20,WORD,so.,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,And they said,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,one,H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,to,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,"another,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,We,H587,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,verily,H61,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,guilty,H818,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,concerning,H5921,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,"our brother,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,in that,H834,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,we saw,H7200,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,the anguish,H6869,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,"of his soul,",H5315,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,when he besought,H2603,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,"us,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,and,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,we would,H8085,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,hear;,H8085,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,therefore,H5921,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,is,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,this,H2063,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,distress,H6869,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,WORD,come,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:21,PHRASE,upon us.,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,And,H6030,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,Reuben,H7205,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,answered,H6030,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,"them,",H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,Spake I,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,"unto you,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,Do,H2398,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,not,H408,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,sin,H2398,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,against the child;,H3206,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,and,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,ye would,H8085,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,hear?,H8085,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,"therefore,",H1571,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,"behold,",H2009,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,WORD,also,H1571,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,his blood,H1818,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:22,PHRASE,is required.,H1875,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,And,H1992,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,PHRASE,they knew,H3045,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,that,H3588,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,Joseph,H3130,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,understood,H8085,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,[them];,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,WORD,for,H3588,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,PHRASE,he spake,H3887,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,PHRASE,unto them,H996,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:23,PHRASE,by an interpreter.,H3887,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,And he turned himself about,H5437,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,"from them,",H5921,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,and wept;,H1058,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,and returned,H7725,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,to them,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,WORD,"again,",H7725,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,and communed,H1696,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,"with them,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,and took,H3947,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,from them,H854,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,WORD,"Simeon,",H8095,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,and bound,H631,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,WORD,him,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:24,PHRASE,before their eyes.,H5869,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,Then,H6680,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,Joseph,H3130,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,commanded,H6680,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,to fill,H4390,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,their sacks,H3627,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,"with corn,",H1250,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,and to restore,H7725,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,every man's,H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,money,H3701,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,into,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,"his sack,",H8242,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,and,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,to,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,give,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,them,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,provision,H6720,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,for the way:,H1870,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,and,H6213,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,WORD,thus,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,did he,H6213,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:25,PHRASE,unto them.,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,PHRASE,And they laded,H5375,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,PHRASE,their asses,H2543,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,WORD,with,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,PHRASE,"the corn,",H7668,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,PHRASE,and departed,H3212,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:26,WORD,thence.,H8033,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,And as,H6605,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,one of them,H259,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,opened,H6605,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,his sack,H8242,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,to give,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,his ass,H2543,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,provender,H4554,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,"in the inn,",H4411,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,he espied,H7200,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,his money;,H3701,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,"for, behold,",H2009,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,it,H1931,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,in,H6310,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,PHRASE,his sack's,H572,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:27,WORD,mouth.,H6310,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,And he said,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,"his brethren,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,My money,H3701,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,is restored;,H7725,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,"and,",H1571,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,"lo,",H2009,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,[it is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,even,H1571,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,in my sack:,H572,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,and,H3318,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,their heart,H3820,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,failed,H3318,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,"[them],",,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,"and they were afraid,",H2729,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,saying,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,one,H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,to,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,"another,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,What,H4100,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,this,H2063,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,[that],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,WORD,God,H430,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,hath done,H6213,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:28,PHRASE,unto us?,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,And they came,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,WORD,Jacob,H3290,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,their father,H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,unto the land,H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,"of Canaan,",H3667,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,and told,H5046,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,WORD,him,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,WORD,all,H3605,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,that befell,H7136,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,PHRASE,unto them;,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:29,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,"The man,",H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,[who is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,the lord,H113,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,"of the land,",H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,WORD,spake,H1696,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,WORD,roughly,H7186,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,"to us,",H854,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,and took,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,WORD,us,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,for spies,H7270,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:30,PHRASE,of the country.,H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,PHRASE,And we said,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,PHRASE,"unto him,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,We,H587,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,true,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,[men];,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,PHRASE,we are,H1961,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,no,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:31,WORD,spies:,H7270,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,We,H587,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,[be],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,twelve,H8147,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,,H6240,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,"brethren,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,sons,H1121,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,of our father;,H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,one,H259,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,"not,",H369,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,and the youngest,H6996,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,this day,H3117,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,WORD,with,H854,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,our father,H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,in the land,H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:32,PHRASE,of Canaan.,H3667,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,"the man,",H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,the lord,H113,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,"of the country,",H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,said,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,"unto us,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,Hereby,H2063,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,shall I know,H3045,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,that,H3588,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,ye,H859,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,true,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,[men];,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,leave,H3240,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,one,H259,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,of your brethren,H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,[here],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,"with me,",H854,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,WORD,take,H3947,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,[food for],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,the famine,H7459,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,"of your households,",H1004,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:33,PHRASE,and be gone:,H3212,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,And bring,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,your,H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,youngest,H6996,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,brother,H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,unto me:,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,then shall I know,H3045,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,that,H3588,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,ye,H859,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,no,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,"spies,",H7270,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,but,H3588,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,[that],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,ye,H859,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,[are],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,true,H3651,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,[men: so],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,will I deliver,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,you,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,"your brother,",H251,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,ye shall traffick,H5503,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:34,PHRASE,in the land.,H776,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,And it came to pass,H1961,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,as they,H1992,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,emptied,H7324,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,"their sacks,",H8242,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,"that, behold,",H2009,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,every man's,H376,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,bundle,H6872,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,of money,H3701,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,[was],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,in his sack:,H8242,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,and when,H7200,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,[both],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,they,H1992,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,and their father,H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,WORD,saw,H7200,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,the bundles,H6872,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,"of money,",H3701,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:35,PHRASE,they were afraid.,H3372,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,Jacob,H3290,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,their father,H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,said,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,"unto them,",H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,Me,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,have ye bereaved,H7921,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,[of my children]:,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,Joseph,H3130,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,"not,",H369,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,and Simeon,H8095,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,[is],,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,"not,",H369,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,and,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,ye will take,H3947,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,Benjamin,H1144,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,[away]:,,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,all these things,H3605,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,WORD,are,H1961,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:36,PHRASE,against me.,H5921,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,And,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,Reuben,H7205,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,spake,H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,unto,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,PHRASE,"his father,",H1,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,"saying,",H559,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,Slay,H4191,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,my,H1121,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,two,H8147,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,"sons,",H1121,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,if,H518,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,PHRASE,I bring him,H935,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,not,H3808,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,PHRASE,to thee:,H413,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,deliver,H5414,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,him,H853,Pentateuch,Old Testament
KJV,Genesis,42,Genesis42:37,WORD,into,H5921,Pentateuch,Old Testament
