bible_chapter,bible_verse,verse_part_type,verse_part,hebrew_id,bible_book,version,lit_type,test_type
25,Genesis25:20,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G4948,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G1537,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G3318,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G79,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G4948,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G1438,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:20,WORD,,G1135,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1210,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G2464,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G2962,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G4012,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G4479,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1135,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G3754,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G4723,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1873,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G2316,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G2983,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1064,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G4479,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G1135,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:21,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3813,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1487,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3779,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3195,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G2443,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G5101,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G4198,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G4441,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G3844,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:22,WORD,,G2962,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2962,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1417,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1484,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1064,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1417,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2992,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1537,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2836,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1291,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2992,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2992,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G5242,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G3173,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1398,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:23,WORD,,G1640,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G4137,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G2250,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G5088,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G3592,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G1324,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G2836,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:24,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G1831,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G5207,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G4416,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G3650,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G5616,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G3686,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:25,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G1831,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G80,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G5495,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G1949,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G4418,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2564,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3686,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2464,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G2094,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G1835,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G3753,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G5088,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:26,WORD,,G4479,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G837,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G3495,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G444,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G6063,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G444,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G3611,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:27,WORD,,G3614,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G25,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G2464,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G3754,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G2339,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G1035,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G4479,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G25,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:28,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G2064,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G1537,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:29,WORD,,G1587,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G1089,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G575,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3754,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G1587,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G1223,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G2564,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G3686,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:30,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G591,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G4594,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G4415,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:31,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G2400,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G4198,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G5053,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G2443,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G5101,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:32,WORD,,G4415,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G3660,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G1473,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G4594,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G3660,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G591,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G4415,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:33,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2384,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G1325,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G740,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2068,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G4095,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G450,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G2269,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
25,Genesis25:34,WORD,,G4415,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3042,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1909,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1093,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G5565,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3042,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G4386,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3739,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1096,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G5550,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G11,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G4198,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G2464,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G4314,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G935,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,G1519,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:1,WORD,,,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G3708,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G846,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2962,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G3361,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2597,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G1519,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G125,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2730,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G1161,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G1093,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G3739,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G302,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:2,WORD,,G2036,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G3939,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G1722,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G3588,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G1093,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G3778,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G1510,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G3326,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G2127,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G4771,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G1063,Genesis,LXX,Pentateuch,Old Testament
26,Genesis26:3,WORD,,G2532,Genesis,LXX,Pentateuch,Old Testament
